epoch,accuracy,auc,loss,val_accuracy,val_auc,val_loss
0,0.6552222371101379,0.9375168681144714,1.1951102018356323,0.8105000257492065,0.9852474331855774,0.4937267601490021
1,0.8143148422241211,0.9842460751533508,0.5058286786079407,0.8458333611488342,0.9901659488677979,0.3999626934528351
2,0.8349074125289917,0.9873297810554504,0.4487133324146271,0.8546666502952576,0.9902397990226746,0.39611107110977173
3,0.8438703417778015,0.9885575771331787,0.4225090444087982,0.846833348274231,0.9898340106010437,0.3970333933830261
4,0.8475925922393799,0.9889670014381409,0.41437602043151855,0.8578333258628845,0.99097740650177,0.37604570388793945
5,0.8530555367469788,0.9897721409797668,0.3968636393547058,0.8736666440963745,0.992379367351532,0.34440135955810547
6,0.8544444441795349,0.990380048751831,0.385080486536026,0.8734999895095825,0.9921948909759521,0.3514086902141571
7,0.8584444522857666,0.9905096888542175,0.37916702032089233,0.8743333220481873,0.9920057654380798,0.3454331159591675
8,0.8587222099304199,0.9903910160064697,0.37898197770118713,0.8659999966621399,0.9917823672294617,0.36133894324302673
9,0.8633888959884644,0.99114590883255,0.3678407371044159,0.871999979019165,0.9923030734062195,0.347230464220047
10,0.8659814596176147,0.9911082983016968,0.36283600330352783,0.8774999976158142,0.9917410016059875,0.34708914160728455
11,0.8761851787567139,0.9926947355270386,0.3330708146095276,0.8786666393280029,0.9927002787590027,0.33254122734069824
12,0.8790555596351624,0.9931015372276306,0.3198431730270386,0.8801666498184204,0.9924927949905396,0.3288453221321106
13,0.8801296353340149,0.9932684898376465,0.31629079580307007,0.8820000290870667,0.9925822019577026,0.33024317026138306
14,0.8829073905944824,0.9936037063598633,0.3094489574432373,0.8768333196640015,0.9924923777580261,0.33073094487190247
15,0.8843333125114441,0.9936116933822632,0.3063257336616516,0.878333330154419,0.9926134347915649,0.32737934589385986
16,0.8845000267028809,0.993629515171051,0.3069334626197815,0.8794999718666077,0.9921514391899109,0.3320938050746918
17,0.8837962746620178,0.9938117861747742,0.30275943875312805,0.8786666393280029,0.9923615455627441,0.33075547218322754
18,0.8852407336235046,0.9938019514083862,0.30183637142181396,0.8808333277702332,0.9923950433731079,0.3306269645690918
19,0.8859074115753174,0.9939136505126953,0.29944977164268494,0.8820000290870667,0.9921891093254089,0.331498384475708
20,0.8880000114440918,0.9940063953399658,0.29702773690223694,0.8815000057220459,0.9924049377441406,0.3311229348182678
21,0.8911296129226685,0.9944216012954712,0.288679838180542,0.8841666579246521,0.9925084710121155,0.32520097494125366
22,0.892296314239502,0.9944790005683899,0.28701531887054443,0.8828333616256714,0.9926801323890686,0.32350489497184753
23,0.8928518295288086,0.9945275783538818,0.2839963436126709,0.8833333253860474,0.9924845695495605,0.3233814537525177
24,0.8930185437202454,0.9945364594459534,0.2825295329093933,0.8833333253860474,0.9926291108131409,0.3232029974460602
25,0.8916110992431641,0.9944748282432556,0.2835007309913635,0.8824999928474426,0.9924710392951965,0.32355451583862305
26,0.8937222361564636,0.9947558045387268,0.2805180251598358,0.8848333358764648,0.9925066232681274,0.3237382173538208
27,0.8932592868804932,0.9946332573890686,0.2806038558483124,0.8821666836738586,0.9924575686454773,0.3240361213684082
28,0.8927592635154724,0.9945854544639587,0.28204360604286194,0.8836666941642761,0.9923768043518066,0.32625722885131836
29,0.8935185074806213,0.9946461319923401,0.2799963355064392,0.8836666941642761,0.99247807264328,0.32292330265045166
30,0.8948888778686523,0.9948654770851135,0.27767783403396606,0.8823333382606506,0.9925031065940857,0.32217589020729065
31,0.8948147892951965,0.9947682619094849,0.2762630581855774,0.8823333382606506,0.9925981163978577,0.3237757086753845
32,0.8936111330986023,0.9947630167007446,0.27628764510154724,0.8826666474342346,0.9925095438957214,0.3244261145591736
33,0.8968889117240906,0.9948869943618774,0.2743470370769501,0.8841666579246521,0.992521345615387,0.32205212116241455
34,0.8960000276565552,0.9948410391807556,0.27512601017951965,0.8843333125114441,0.9925262331962585,0.321786493062973
35,0.896407425403595,0.9948474168777466,0.2741188406944275,0.8863333463668823,0.9925693273544312,0.3226760923862457
36,0.8960555791854858,0.9949184656143188,0.2744642198085785,0.8845000267028809,0.9927621483802795,0.3214150667190552
37,0.894944429397583,0.9947928786277771,0.2749340534210205,0.8846666812896729,0.992457926273346,0.3233116567134857
38,0.8972036838531494,0.9948238134384155,0.2736719846725464,0.8834999799728394,0.9925006031990051,0.3222605586051941
39,0.8980370163917542,0.9948953986167908,0.2714475691318512,0.8849999904632568,0.9922149777412415,0.32476070523262024
40,0.8969629406929016,0.9948874115943909,0.27275440096855164,0.8841666579246521,0.9923328161239624,0.323733389377594
41,0.8966666460037231,0.994932234287262,0.271065890789032,0.8845000267028809,0.9923204183578491,0.32630303502082825
42,0.8977407217025757,0.9951829314231873,0.268489807844162,0.8849999904632568,0.9923725724220276,0.3243775963783264
43,0.8992407321929932,0.9951705932617188,0.2668440341949463,0.8848333358764648,0.9923886060714722,0.324077844619751
44,0.897944450378418,0.9950954914093018,0.2690238356590271,0.8841666579246521,0.99248868227005,0.32340794801712036
45,0.8976296186447144,0.9949809312820435,0.2698591947555542,0.8838333487510681,0.9923489093780518,0.32339945435523987
46,0.8980925679206848,0.9951564073562622,0.2674063742160797,0.8846666812896729,0.9923851490020752,0.32408595085144043
47,0.8997963070869446,0.9953147172927856,0.26503270864486694,0.8843333125114441,0.9924710392951965,0.32396477460861206
48,0.8988147974014282,0.9951173067092896,0.26652300357818604,0.8849999904632568,0.9924024343490601,0.323984295129776
49,0.8981666564941406,0.9952571392059326,0.26600557565689087,0.8843333125114441,0.9923965334892273,0.3240033686161041
50,0.8995000123977661,0.9950321912765503,0.26708322763442993,0.8843333125114441,0.9924117922782898,0.32345765829086304
